,full_text,created_at
437,today pm say india world large drive three month india vac,2021-04
438,delusional nicola sturgeon refuse credit union vaccine success,2021-04
439,alex cole hamilton fit member scottish parliament lie national television claimi,2021-04
440,well bit spicy tv debatesa visibly furious nicola sturgeon hustings insists ind,2021-04
441,abject nonsense say plenty policy area outwith competence,2021-04
442,uk severe adverse reaction case pfizer jab,2021-04
443,copy uk covid vaccine rollout morrison deliberately bypass use post office,2021-04
444,londoner receive first dose covid19 vaccine total number first second dos give,2021-04
445,copy uk covid vaccine rollout morrison deliberately bypass use post office,2021-04
446,nicola sturgeon attempted sabotage uk vaccine rollout,2021-04
447,convenient perfect timing roadmap lockdown stay track circulate sabrazilindian variant go ready repeat rd wave autumnwinter uk continue world lead learning covidmakes new vaccine repeat,2021-04
448,people get pfizer vaccine israel later develop shingle via,2021-04
449,originally u hospitalitywith big name operator sign charter state accept v,2021-04
450,uk gov go allow rd wave need trial vaccine efficacy thats,2021-04
451,copy uk covid vaccine rollout morrison deliberately bypass use post office,2021-04
452,muere una nia de aos seis da despus de recibir la vacuna de pfizerla relacin causaefecto e evidente ya que,2021-04
453,nan,2021-04
454,uk gov document reveals disgust tactic use coerce brit experimental c0v,2021-04
455,thousand retweets imply x surge b1617 variant related school opening ukand rise despite vac,2021-04
456,well bit spicy tv debatesa visibly furious nicola sturgeon hustings insists ind,2021-04
457,vaccine bullhit perfectly healthy year old keyworker wife tell vaccine,2021-04
458,copy uk covid vaccine rollout morrison deliberately bypass use post office,2021-04
459,scotland couldnt do along uk nation part euwait say indyscot would part ruk vaccine procurement program,2021-04
460,could call emergency meeting people uk instead recover business livelih,2021-04
461,lie today brief say datathe government knowsofficial gov,2021-04
462,uk gov document reveals disgust tactic use coerce brit experimental covid19 vaccine daily exposew,2021-04
463,thousand retweets imply x surge b1617 variant related school opening ukand rise despite vac,2021-04
464,well bit spicy tv debatesa visibly furious nicola sturgeon hustings insists ind,2021-04
465,well bit spicy tv debatesa visibly furious nicola sturgeon hustings insists ind,2021-04
466,use toy r u today get phone call go get first vaccine honestly excite visit today go toy shop kid uk friend get local reserve list may get vaccinate early help prevent waste,2021-04
467,well bit spicy tv debatesa visibly furious nicola sturgeon hustings insists ind,2021-04
468,well bit spicy tv debatesa visibly furious nicola sturgeon hustings insists ind,2021-04
469,brexit live doommongers eu powergrab fails amid uk investment surge,2021-04
470,alex cole hamilton fit member scottish parliament lie national television claimi,2021-04
471,originally u hospitalitywith big name operator sign charter state accept v,2021-04
472,way scupper establishment chill digital id plan mass boycott vaccine passport indivi,2021-04
473,essentially death virtually hospitalisation vaccine supply continue unhindered really go,2021-04
474,break european medicine agency say johnson amp johnson vaccine carry warn unusual blood clot,2021-04
475,delusional nicola sturgeon refuse credit union vaccine success,2021-04
476,doc writesit apparent evidence around world sideeffect profile various gene,2021-04
477,delusional nicola sturgeon refuse credit union vaccine success,2021-04
478,delusional nicola sturgeon refuse credit union vaccine success,2021-04
479,well bit spicy tv debatesa visibly furious nicola sturgeon hustings insists ind,2021-04
480,here thing authority demand avoid pregnant smoke fish soft cheese wet paint coffee,2021-04
481,delusional nicola sturgeon refuse credit union vaccine success,2021-04
482,john foley un tudiant en mdecine de an est dcd un jour apr avoir reu le vaccin jampjil laissant sa famille dvas,2021-04
483,michael gove visit israel study covid green pas smartphone app could soon model vaccine p,2021-04
484,nan,2021-04
485,delusional nicola sturgeon refuse credit union vaccine success,2021-04
486,abject nonsense say plenty policy area outwith competence,2021-04
487,could perhaps go vaccine programme scratch say,2021-04
488,uk gov document reveals disgust tactic use coerce brit experimental c0v,2021-04
489,originally u hospitalitywith big name operator sign charter state accept v,2021-04
490,oh hack sell snake oil covid zero impossible look forward get second dose vaccine get life,2021-04
491,listen nicola sturgeon last night embarrass refuse acknowledge success u,2021-04
492,uk gov document reveals disgust tactic use coerce brit experimental c0v id 9 vaxc,2021-04
493,covid six autoimmune condition develop shingle pfizer vaccine daily mail online,2021-04
494,bbc news uk covid bame inequality remain vaccine uptake,2021-04
495,brexit live doommongers eu powergrab fails amid uk investment surge,2021-04
496,originally u hospitalitywith big name operator sign charter state accept v,2021-04
497,terrify endgame vaccine passport agenda plain see invasive digital id card hold kind,2021-04
498,well bit spicy tv debatesa visibly furious nicola sturgeon hustings insists ind,2021-04
499,time uk self efficient vaccine production could export worldthis virus isnt go anywherelets corner market protect world,2021-04
500,funny pm boast vaccine result capitalism amp greed week wrongly,2021-04
501,here thing authority demand avoid pregnant smoke fish soft cheese wet paint coffee,2021-04
502,well bit spicy tv debatesa visibly furious nicola sturgeon hustings insists ind,2021-04
503,michael gove visit israel study covid green pas smartphone app could soon model vaccine p,2021-04
504,funny pm boast vaccine result capitalism amp greed week wrongly,2021-04
505,woman uk go doctor appointment heart condition doctor give covid19 vaccineshe suf,2021-04
506,uk gov go allow rd wave need trial vaccine efficacy thats,2021-04
507,copy uk covid vaccine rollout morrison deliberately bypass use post office,2021-04
508,well bit spicy tv debatesa visibly furious nicola sturgeon hustings insists ind,2021-04
509,originally u hospitalitywith big name operator sign charter state accept v,2021-04
510,originally u hospitalitywith big name operator sign charter state accept v,2021-04
511,yes whats report uk medium vaccine move eu uk pretty shock vaccine nationalism begin,2021-04
512,join webinar mon april 00 uk ethic vaccine strategy involve partial dos delay second dos combine vaccine sonali kochhar cassandra opikokew wajuntah registration,2021-04
513,yet another sturgeon rant full nonsensical claim usual uk invest heavily early multi vaccine trial secure early supply hugely reduced price pay eu say scotland would do well shell say anything,2021-04
514,originally u hospitalitywith big name operator sign charter state accept v,2021-04
515,usa chile peru interim trial data show oxfordastrazeneca vaccine safe highly effective,2021-04
516,lytton bc dr write letter bonny henry also google video state nervous system,2021-04
517,incredibly fortunate uk avail much vaccine really wellour rd video interview dr price mill surgery conduct last monday th april,2021-04
518,luckily provide weekly analysis adverse reaction c0vid jab report mhra yellow card,2021-04
519,pfizer c0 vid jab child trial kill yearold girl video,2021-04
520,originally u hospitalitywith big name operator sign charter state accept v,2021-04
521,early figure ukfor every patient admit hospital covid vaccine least,2021-04
522,question government scientific advisor desperately want vaccinate every man woman child unite kingdom,2021-04
523,get ta pull finger buy vaccine fast canada uk red list june wont go anywhere,2021-04
524,question government scientific advisor desperately want vaccinate every man wo,2021-04
525,wonder whats go uk canada suddenly downplay vaccine benefit hugely yesterday multiple stateme,2021-04
526,muere una nia de aos seis da despus de recibir la vacuna de pfizerla relacin causaefecto e evidente ya que,2021-04
